Date,AAPL,AMZN,GOOGL,MSFT,SPY,MKT,SMB,HML,RMW,CMA,RF
2015-02-13,0.00489059812940274,0.012279459098634262,0.009387846158572405,0.017939627167357926,0.004107979913207523,0.47,0.14,-0.32,-0.3,-0.24,0.0
2015-02-17,0.005884468222506534,-0.01690343200013241,-0.011221035572752674,0.0004596821307587863,0.0015715847608328425,0.17,-0.01,-0.07,-0.19,-0.15,0.0
2015-02-18,0.006938351753149952,-0.005502082900133491,-0.004339599395334347,-0.0011483925605959124,9.493736046092955e-05,0.03,0.26,-0.81,0.29,-0.18,0.0
2015-02-19,-0.0021001068415031875,0.014966312035109902,0.006978286855314563,-0.0006894875898765062,-0.0007139204290973919,-0.01,0.21,-0.37,-0.05,-0.37,0.0
2015-02-20,0.008141228232206208,0.012220527796125482,-0.008545885216105657,0.008241939942235946,0.005982614609314441,0.61,-0.44,-0.27,-0.07,-0.1,0.0
2015-02-23,0.0266682401726341,-0.009217168822113446,-0.012630188387616115,0.006590454074138781,-0.00014170361146510592,-0.08,0.04,-0.37,0.38,-0.22,0.0
2015-02-24,-0.0062602881720055835,-0.004085748360366676,0.006799293604814469,-0.0013602645635301196,0.00283646347439056,0.32,0.0,0.72,-0.23,0.35,0.0
2015-02-25,-0.025905594220069515,0.017750023321773792,0.015985901914936002,-0.0022705960029940123,-0.0008500180859207656,0.02,0.2,-0.49,-0.57,-0.2,0.0
2015-02-26,0.012576928363562919,-0.001480172383095798,0.021616195037882167,0.0015899683323388162,-0.0011819649768294459,-0.08,0.54,-0.49,-0.14,-0.32,0.0
2015-02-27,-0.015142296121947433,-0.012131520665915154,0.005954089712538008,-0.004777609183569945,-0.0034121212005260152,-0.36,-0.22,0.19,0.06,0.28,0.0
2015-03-02,0.004892014671578639,0.014364015123052923,0.021782576528974553,0.0006836861819864335,0.006293739836537572,0.62,0.19,-0.46,0.06,0.06,0.0
2015-03-03,0.0020893113204303324,-0.0027264055823154843,0.006534941732890455,-0.013768095474107645,-0.004112523211561702,-0.43,-0.3,0.31,-0.08,0.04,0.0
2015-03-04,-0.006359106642729935,-0.004926161193133822,-0.000795102254456407,-0.0050957467124407374,-0.004224731328856423,-0.41,0.12,-0.38,-0.04,-0.26,0.0
2015-03-05,-0.01670934038017315,0.013263489096297565,0.005345969975603699,0.001160512867355684,0.001093818580941318,0.15,0.22,-0.42,-0.51,-0.12,0.0
2015-03-06,0.0015016639182677434,-0.020159086597809534,-0.014779415754079208,-0.01755029846778406,-0.01416445010725165,-1.29,0.3,0.43,-0.11,0.01,0.0
2015-03-09,0.004256460604635727,-0.004033482888479241,0.002092397120618061,0.011500952805402679,0.004136121577680038,0.37,0.11,-0.02,0.29,-0.05,0.0
2015-03-10,-0.02090270201196252,-0.024196744784348488,-0.025134692907467355,-0.019322307388948055,-0.01635517063987025,-1.63,0.43,-0.52,0.13,-0.14,0.0
2015-03-11,-0.018399857855819185,-0.008534029363169621,-0.007458312412051733,-0.0011901424787680872,-0.0023442564158130076,-0.04,0.61,0.51,-0.48,-0.03,0.0
2015-03-12,0.01791774712476877,0.021253517088100537,0.009813311057698908,-0.023133481611836423,0.012633695616043624,1.28,0.41,0.5,-0.07,0.21,0.0
2015-03-13,-0.006934588060219717,-0.009827987507792043,-0.014665912527947026,0.008738061441386724,-0.006151249752929139,-0.57,0.2,-0.04,-0.09,-0.1,0.0
2015-03-16,0.01094418618842233,0.0074469833398575465,0.01550311360202232,0.004340300016629465,0.013272146116938362,1.23,-0.79,-0.38,-0.13,-0.12,0.0
2015-03-17,0.016588577308099886,-0.0038374794735981962,-0.007201279580401814,0.003363303807454033,-0.0029768025105427498,-0.2,0.52,-0.02,-0.02,-0.25,0.0
2015-03-18,0.01119331661746156,0.008620474519045398,0.01521692196396295,0.01900258329304686,0.011949966115744903,1.08,-0.5,0.02,0.15,-0.01,0.0
2015-03-19,-0.0075791376258822095,-0.005077608480877715,-0.00440775955124062,-0.004953306934857443,-0.00457194552226893,-0.36,0.8,-1.12,0.09,-0.38,0.0
2015-03-20,-0.012628597028293522,0.013967947123365439,0.002268228588583415,0.013854830325134399,0.008788153042728817,0.81,-0.11,0.56,0.44,0.23,0.0
2015-03-23,0.010351487195662989,-0.008970268052454936,0.0007431491911897078,-0.000466676460232681,-0.0019506273650054676,-0.19,0.2,0.23,0.18,0.28,0.0
2015-03-24,-0.004096290105422857,-0.0027229378138794243,0.021297370132024793,0.0009329307404822895,-0.005634841013224897,-0.51,0.54,-0.25,0.11,-0.22,0.0
2015-03-25,-0.026473907549258855,-0.008402162599518113,-0.01841841488862763,-0.03414296914379827,-0.014762224120324914,-1.56,-0.9,1.03,0.37,0.45,0.0
2015-03-26,0.0069458695910999185,-0.009779169500559888,-0.005943595511315832,-0.0060481410927938056,-0.002384202627102879,-0.22,0.09,-0.04,0.02,-0.2,0.0
2015-03-27,-0.008000196542429687,0.008700279674878311,-0.010863517103488162,-0.005840486927027674,0.0022870704797845584,0.32,0.43,-0.71,-0.14,-0.13,0.0
2015-03-30,0.024999261227763834,0.010816716379716264,0.006418195907534835,-0.00024381433675185624,0.012126083762964522,1.24,0.06,0.0,-0.29,0.01,0.0
2015-03-31,-0.015470645372363073,-0.00666947398762797,-0.011542951408470073,-0.007351595571109401,-0.008778035774646661,-0.75,0.44,0.38,0.17,0.2,0.0
2015-04-01,-0.0014476190634246054,-0.004957122812163059,-0.009436849870456772,0.0014744983389703913,-0.0035425147057430288,-0.38,0.34,0.44,-0.17,0.24,0.0
2015-04-02,0.008574749250804146,0.005360142637337408,-0.014998461936885506,-0.010615851874849178,0.0035912666093106385,0.35,-0.1,0.28,-0.12,0.23,0.0
2015-04-06,0.016068667426334466,0.012785614000309035,0.004865202022245857,0.030794132014377276,0.006709980809606349,0.61,-0.29,-0.11,0.21,-0.22,0.0
2015-04-07,-0.010577811860160121,-0.006999740390030553,0.0016715427673523208,-0.00048130132640736284,-0.00264945956623596,-0.22,-0.2,-0.18,-0.18,-0.23,0.0
2015-04-08,-0.0032590981179287794,0.017972639576541403,0.0072780574295850725,-0.0026522591518260306,0.0033712611660539657,0.37,0.46,-0.73,-0.04,-0.27,0.0
