Date,AAPL,AMZN,GOOGL,MSFT,SPY,MKT,SMB,HML,RMW,CMA,RF
2016-12-01,-0.009363257598894021,-0.00926244199288748,-0.014998220497181653,-0.01774702227159204,-0.003682070838476247,-0.36,-0.39,2.03,0.31,0.62,0.001
2016-12-02,0.0037375760533206134,-0.004460971341376137,0.0001700755303139748,0.0008444181974480133,0.0005006013840300761,0.0,-0.01,-0.32,-0.11,0.09,0.001
2016-12-05,-0.007214168901694787,0.02536643989167638,0.01783955147197628,0.01623861852457838,0.005990813505261459,0.75,1.12,0.27,-0.31,-0.16,0.001
2016-12-06,0.00766907493134696,0.0070338214891637295,-0.0026248392216616603,-0.004493610925232954,0.003162496857766119,0.48,0.63,0.22,-0.16,-0.08,0.001
2016-12-07,0.009774746648797164,0.007426062958447493,0.01950761269286445,0.023410177770176736,0.012995938822008116,1.26,-0.49,0.48,0.84,-0.01,0.001
2016-12-08,0.00976951949405265,-0.00401883948276949,0.004663890793694261,-0.005883451312918934,0.0024458839795051105,0.36,1.24,0.61,-0.22,-0.1,0.001
2016-12-09,0.016189702281947785,0.0017317253309034146,0.017799094136857315,0.015612703765578911,0.006022084301977364,0.46,-0.35,0.2,-0.06,-0.04,0.001
2016-12-12,-0.005720499600750031,-0.011172374954761082,-0.001916701099503281,0.003222251823173199,-0.0011484973876090695,-0.3,-0.98,-0.13,0.11,0.04,0.001
2016-12-13,0.016543622863066123,0.018534699983371306,0.009166862421832539,0.012944559518576546,0.006652004667862826,0.6,-0.58,-0.26,0.06,-0.17,0.001
2016-12-14,0.0,-0.007154108080486952,0.003122708902987397,-0.004774817843339774,-0.00828867346904695,-0.82,-0.39,-0.28,0.44,-0.51,0.001
2016-12-15,0.005454628945789097,-0.010223583295772014,-0.0027424998283252346,-0.0015966858417285714,0.0041087361613488076,0.46,0.46,0.3,0.03,0.06,0.001
2016-12-16,0.0012942059979006114,-0.00425342265351657,-0.00714865970413067,-0.004484344462181294,-0.001957491508843723,-0.22,-0.01,-0.41,-0.15,-0.01,0.001
2016-12-19,0.005760607462569812,0.010802234663303009,0.003279202593679227,0.0209664022123349,0.002174856226845919,0.22,0.32,0.06,0.21,0.05,0.001
2016-12-20,0.0026542098586663176,0.006791548117604901,0.003317526525357712,-0.001258078347825812,0.0038501726383935154,0.44,0.5,0.63,0.12,0.1,0.001
2016-12-21,0.0009402069919537163,-0.0008042974279366171,-0.0036868104474651895,0.0,-0.0027866009285701827,-0.24,-0.34,0.19,0.15,0.05,0.001
2016-12-22,-0.0065995240127585475,-0.005543429974597146,-0.003107493756046176,0.00015736284409861265,-0.0017288980549631384,-0.3,-0.78,0.26,-0.21,0.05,0.001
2016-12-23,0.001975924496227919,-0.007531547519569064,-0.002324648507878982,-0.004889866156810732,0.0014630729369750704,0.19,0.53,-0.5,-0.36,-0.15,0.001
2016-12-27,0.006330646199790156,0.014112614845866555,0.0026332894388295326,0.0006322209994606443,0.0024781128035093534,0.27,0.23,0.14,0.17,0.04,0.001
2016-12-28,-0.00427319839313808,0.0009458585685835312,-0.006639795140611603,-0.004593364985880742,-0.008298927358687647,-0.87,-0.29,0.09,0.17,-0.15,0.001
2016-12-29,-0.0002569847574371285,-0.00908101137029574,-0.0021026940513307673,-0.0014300320079607336,-0.0002228429400960026,-0.04,0.1,-0.33,0.27,0.02,0.001
2016-12-30,-0.007826093843774763,-0.020172033398638423,-0.013075841326939872,-0.012156136696023646,-0.0036614032181834944,-0.52,-0.06,0.2,-0.11,0.03,0.001
2017-01-03,0.0028451444127494652,0.005054711838838558,0.019445018714752755,0.007055836600789044,0.007620647530065876,0.83,-0.11,0.06,-0.2,0.26,0.002
2017-01-04,-0.001119908363484918,0.00464647301631583,-0.00029709582909379133,-0.004484344462181294,0.005931597629782145,0.79,0.97,-0.16,-0.47,-0.04,0.002
2017-01-05,0.005072539410959575,0.030269616426223996,0.00647836369085244,0.0,-0.0007947583998321046,-0.21,-1.02,-0.79,-0.21,-0.08,0.002
2017-01-06,0.011086485689355564,0.019715957739975132,0.014882211001249571,0.008630596572271946,0.0035713352402085806,0.29,-0.74,-0.31,-0.35,-0.3,0.002
2017-01-09,0.00911779136519386,0.001167703507288725,0.0023844090356668966,-0.003187907980397115,-0.0033063963767111164,-0.37,-0.34,-1.03,0.14,-0.52,0.002
2017-01-10,0.0010080364518907463,-0.0012808103905381707,-0.0014154986891361586,-0.00031945741165925057,0.0,0.16,0.93,0.43,0.04,0.04,0.002
2017-01-11,0.00535873437850379,0.003912478289611972,0.004650157738060348,0.00906153534508341,0.0028221114360497076,0.31,-0.16,0.68,0.07,0.28,0.002
2017-01-12,-0.004183882921499249,0.018132006141166754,-0.0003977019409285713,-0.009221235475505995,-0.0025129143750795852,-0.3,-0.65,-0.87,0.05,-0.28,0.002
2017-01-13,-0.0017627951947190702,0.004292412484765232,0.001698300724862738,0.0014365841275573335,0.0022927971072296176,0.29,0.59,-0.08,-0.28,-0.17,0.002
2017-01-17,0.008032347118594631,-0.009121890314228257,-0.004196817115449658,-0.002715104151417545,-0.00352954931681281,-0.49,-0.96,-0.64,0.59,0.39,0.002
2017-01-18,-8.338707494908828e-05,-0.0027702098070148586,0.0018834911816180036,-0.00047973280506358087,0.002207218534336664,0.24,0.2,0.24,-0.11,-0.1,0.002
2017-01-19,-0.0017517087983431818,0.0019300507014308483,-0.00562487014034321,-0.003205278220869381,-0.0037109391977357582,-0.38,-0.55,-0.05,-0.1,-0.03,0.002
2017-01-20,0.0018350958732923416,-0.0008779580464918789,0.004599048224708024,0.007037779496367142,0.0036671103857634003,0.33,0.09,0.23,0.14,0.01,0.002
2017-01-23,0.0006662995336649447,0.011745257952587861,0.019443389390484667,0.0035003361151898548,-0.0026055559749998698,-0.29,-0.06,-0.33,0.43,-0.35,0.002
2017-01-24,-0.0009164816216246119,0.005559920523586129,0.006021436940412082,0.008855605943086913,0.00639117864067297,0.83,0.8,0.81,-0.24,0.49,0.002
2017-01-25,0.015795336087687767,0.01697486266869307,0.010445161877549038,0.002515431874751102,0.008618416810525494,0.84,0.21,0.43,-0.26,-0.16,0.002
2017-01-26,0.0004921939222180348,0.0031390512706332713,-0.001713893431268763,0.009222397126790415,-0.0010463334902165175,-0.1,-0.58,0.41,-0.08,-0.16,0.002
2017-01-27,8.19863364642463e-05,-0.004035988422900606,-0.014042448127930075,0.02322277935113765,-0.0015708400325688883,-0.12,-0.06,-0.68,0.1,0.05,0.002
2017-01-30,-0.002627442403381644,-0.0064700456424170135,-0.025407872972839203,-0.009930257156586747,-0.006220801097981085,-0.68,-0.74,-0.46,0.6,-0.15,0.002
2017-01-31,-0.0023048240515134394,-0.008344194046237697,-0.00442825070695935,-0.007397468514437075,-8.795795009050831e-05,0.0,0.81,-0.56,-0.39,-0.25,0.002
2017-02-01,0.05919366387554955,0.010713775220083516,-0.006053412630872936,-0.01668884585226899,0.000395522466484126,0.03,-0.08,0.04,0.22,-0.22,0.002
2017-02-02,-0.001710210155857543,0.009089366182682778,0.0036975166282735097,-0.006469668280087778,0.0006587051707459958,-0.02,-0.3,-0.29,-0.31,0.16,0.002
